Sample	Cq	SQ	sample_rep	tech_rep	dyp	stasjon	innsjo	fylke	volum	SQ_vol	lat	lon	provetatt
584	38.3948985017936	3.33787267412253e-6	3	3	0	6	GJE	Finnmark	200	1.668936337061265e-8	69.58291	30.94154	2021-08-18
584	39.9843252434584	1.05963550335002e-6	3	4	0	6	GJE	Finnmark	200	5.2981775167501e-9	69.58291	30.94154	2021-08-18
584	37.1857441395609	7.99026063217788e-6	3	5	0	6	GJE	Finnmark	200	3.9951303160889394e-8	69.58291	30.94154	2021-08-18
584	37.310819306701	7.3004171867988e-6	3	6	0	6	GJE	Finnmark	200	3.6502085933994004e-8	69.58291	30.94154	2021-08-18
583	NaN	NA	2	1	0	6	GJE	Finnmark	240	NA	69.58291	30.94154	2021-08-18
583	NaN	NA	2	2	0	6	GJE	Finnmark	240	NA	69.58291	30.94154	2021-08-18
583	38.3985404478036	2.56041670092287e-6	2	3	0	6	GJE	Finnmark	240	1.0668402920511958e-8	69.58291	30.94154	2021-08-18
583	39.1058489708761	3.17644981908078e-6	2	4	0	6	GJE	Finnmark	240	1.323520757950325e-8	69.58291	30.94154	2021-08-18
583	NaN	NA	2	5	0	6	GJE	Finnmark	240	NA	69.58291	30.94154	2021-08-18
583	39.2216581408257	2.92203593989532e-6	2	6	0	6	GJE	Finnmark	240	1.2175149749563833e-8	69.58291	30.94154	2021-08-18
582	36.7389377872015	8.57766940552511e-6	1	1	0	6	GJE	Finnmark	400	2.1444173513812775e-8	69.58291	30.94154	2021-08-18
582	NaN	NA	1	2	0	6	GJE	Finnmark	400	NA	69.58291	30.94154	2021-08-18
582	36.6098665653124	9.42332905307808e-6	1	3	0	6	GJE	Finnmark	400	2.3558322632695202e-8	69.58291	30.94154	2021-08-18
582	36.3911860144473	2.24813890429511e-5	1	4	0	6	GJE	Finnmark	400	5.620347260737775e-8	69.58291	30.94154	2021-08-18
582	38.5501255947068	4.74157523472142e-6	1	5	0	6	GJE	Finnmark	400	1.185393808680355e-8	69.58291	30.94154	2021-08-18
582	40.0688929888622	1.5865042386789e-6	1	6	0	6	GJE	Finnmark	400	3.96626059669725e-9	69.58291	30.94154	2021-08-18
581	35.588724304719	2.5307822464087e-5	3	1	0	5	GJE	Finnmark	120	2.1089852053405832e-7	69.61512	30.9522	2021-08-18
581	36.311906809552	1.50149652841855e-5	3	2	0	5	GJE	Finnmark	120	1.2512471070154584e-7	69.61512	30.9522	2021-08-18
581	35.1568205028836	3.45672017726733e-5	3	3	0	5	GJE	Finnmark	120	2.880600147722775e-7	69.61512	30.9522	2021-08-18
581	36.6213046814713	1.20094371222541e-5	3	4	0	5	GJE	Finnmark	120	1.0007864268545083e-7	69.61512	30.9522	2021-08-18
581	36.5407508967919	1.2728513347064e-5	3	5	0	5	GJE	Finnmark	120	1.0607094455886667e-7	69.61512	30.9522	2021-08-18
581	35.2402896789758	3.2545816277901e-5	3	6	0	5	GJE	Finnmark	120	2.71215135649175e-7	69.61512	30.9522	2021-08-18
580	36.8782203587239	7.75003429301269e-6	2	1	0	5	GJE	Finnmark	140	5.5357387807233494e-8	69.61512	30.9522	2021-08-18
580	35.3625544066746	2.33789035505495e-5	2	2	0	5	GJE	Finnmark	140	1.6699216821821071e-7	69.61512	30.9522	2021-08-18
580	38.5453324216504	2.30074865069151e-6	2	3	0	5	GJE	Finnmark	140	1.6433918933510786e-8	69.61512	30.9522	2021-08-18
580	NaN	NA	2	4	0	5	GJE	Finnmark	140	NA	69.61512	30.9522	2021-08-18
580	35.5635872485534	4.08244157224241e-5	2	5	0	5	GJE	Finnmark	140	2.916029694458864e-7	69.61512	30.9522	2021-08-18
580	35.855503669354	3.30772602893565e-5	2	6	0	5	GJE	Finnmark	140	2.3626614492397498e-7	69.61512	30.9522	2021-08-18
579	32.7438783700969	1.57510933952156e-4	1	1	0	5	GJE	Finnmark	260	6.058112844313693e-7	69.61512	30.9522	2021-08-18
579	32.9832195438242	1.32308843836015e-4	1	2	0	5	GJE	Finnmark	260	5.088801686000577e-7	69.61512	30.9522	2021-08-18
579	33.751790691348	7.55842513550552e-5	1	3	0	5	GJE	Finnmark	260	2.9070865905790465e-7	69.61512	30.9522	2021-08-18
579	34.0425142266203	1.2221463393191e-4	1	4	0	5	GJE	Finnmark	260	4.7005628435349997e-7	69.61512	30.9522	2021-08-18
579	33.5976707279918	1.68418823527601e-4	1	5	0	5	GJE	Finnmark	260	6.477647058753885e-7	69.61512	30.9522	2021-08-18
579	34.1924945714316	1.09690439285205e-4	1	6	0	5	GJE	Finnmark	260	4.218863049430962e-7	69.61512	30.9522	2021-08-18
578	NaN	NA	3	1	0	4	GJE	Finnmark	90	NA	69.72446	30.88735	2021-08-18
578	NaN	NA	3	2	0	4	GJE	Finnmark	90	NA	69.72446	30.88735	2021-08-18
578	NaN	NA	3	3	0	4	GJE	Finnmark	90	NA	69.72446	30.88735	2021-08-18
578	NaN	NA	3	4	0	4	GJE	Finnmark	90	NA	69.72446	30.88735	2021-08-18
578	39.6789616882987	1.32097120689381e-6	3	5	0	4	GJE	Finnmark	90	1.4677457854375667e-8	69.72446	30.88735	2021-08-18
578	NaN	NA	3	6	0	4	GJE	Finnmark	90	NA	69.72446	30.88735	2021-08-18
577	NaN	NA	2	1	0	4	GJE	Finnmark	110	NA	69.72446	30.88735	2021-08-18
577	36.2692902868942	1.20768746455188e-5	2	2	0	4	GJE	Finnmark	110	1.0978976950471636e-7	69.72446	30.88735	2021-08-18
577	36.3663101414896	1.12527790932925e-5	2	3	0	4	GJE	Finnmark	110	1.0229799175720454e-7	69.72446	30.88735	2021-08-18
577	39.1298009064113	3.12207514719192e-6	2	4	0	4	GJE	Finnmark	110	2.8382501338108365e-8	69.72446	30.88735	2021-08-18
577	39.023417220966	3.37092395762872e-6	2	5	0	4	GJE	Finnmark	110	3.0644763251170185e-8	69.72446	30.88735	2021-08-18
577	38.7088822555537	4.22883367249401e-6	2	6	0	4	GJE	Finnmark	110	3.8443942477218275e-8	69.72446	30.88735	2021-08-18
576	38.6472897026401	2.13605448855629e-6	1	1	0	4	GJE	Finnmark	520	4.1077970933774805e-9	69.72446	30.88735	2021-08-18
576	38.5093438145813	2.36186522530098e-6	1	2	0	4	GJE	Finnmark	520	4.542048510194193e-9	69.72446	30.88735	2021-08-18
576	35.5150941006962	2.09201224657118e-5	1	3	0	4	GJE	Finnmark	520	4.023100474175346e-8	69.72446	30.88735	2021-08-18
576	36.9286305997685	1.52603693829375e-5	1	4	0	4	GJE	Finnmark	520	2.934686419795673e-8	69.72446	30.88735	2021-08-18
576	36.5719865331979	1.97342131863442e-5	1	5	0	4	GJE	Finnmark	520	3.7950409973738846e-8	69.72446	30.88735	2021-08-18
576	NaN	NA	1	6	0	4	GJE	Finnmark	520	NA	69.72446	30.88735	2021-08-18
575	NaN	NA	3	1	0	3	GJE	Finnmark	350	NA	69.70322	30.89109	2021-08-18
575	38.1985697028087	3.84611531287789e-6	3	2	0	3	GJE	Finnmark	350	1.0988900893936829e-8	69.70322	30.89109	2021-08-18
575	37.2945150578245	7.38685115213026e-6	3	3	0	3	GJE	Finnmark	350	2.1105289006086457e-8	69.70322	30.89109	2021-08-18
575	35.9974162450935	1.88418117724994e-5	3	4	0	3	GJE	Finnmark	350	5.383374792142686e-8	69.70322	30.89109	2021-08-18
575	37.0818962534369	8.6122987431649e-6	3	5	0	3	GJE	Finnmark	350	2.4606567837614e-8	69.70322	30.89109	2021-08-18
575	36.683718645402	1.14803406854619e-5	3	6	0	3	GJE	Finnmark	350	3.2800973387034e-8	69.70322	30.89109	2021-08-18
574	37.0273729366006	6.95208878984685e-6	2	1	0	3	GJE	Finnmark	480	1.4483518312180937e-8	69.70322	30.89109	2021-08-18
574	38.6063033064684	2.20079425631073e-6	2	2	0	3	GJE	Finnmark	480	4.584988033980688e-9	69.70322	30.89109	2021-08-18
574	NaN	NA	2	3	0	3	GJE	Finnmark	480	NA	69.70322	30.89109	2021-08-18
574	37.1861035103591	1.26752883865271e-5	2	4	0	3	GJE	Finnmark	480	2.640685080526479e-8	69.70322	30.89109	2021-08-18
574	37.1458402345201	1.30485753203013e-5	2	5	0	3	GJE	Finnmark	480	2.7184531917294374e-8	69.70322	30.89109	2021-08-18
574	39.1222767130102	3.13905522208506e-6	2	6	0	3	GJE	Finnmark	480	6.539698379343875e-9	69.70322	30.89109	2021-08-18
573	NaN	NA	1	1	0	3	GJE	Finnmark	500	NA	69.70322	30.89109	2021-08-18
573	38.9450030485045	1.71958216971693e-6	1	2	0	3	GJE	Finnmark	500	3.43916433943386e-9	69.70322	30.89109	2021-08-18
573	37.2590786013101	5.87231265955413e-6	1	3	0	3	GJE	Finnmark	500	1.174462531910826e-8	69.70322	30.89109	2021-08-18
573	37.2285457382695	1.2293355355632e-5	1	4	0	3	GJE	Finnmark	500	2.4586710711264002e-8	69.70322	30.89109	2021-08-18
573	38.6695994521216	4.35029686694653e-6	1	5	0	3	GJE	Finnmark	500	8.70059373389306e-9	69.70322	30.89109	2021-08-18
573	NaN	NA	1	6	0	3	GJE	Finnmark	500	NA	69.70322	30.89109	2021-08-18
572	36.5215707636972	1.29059801166907e-5	3	1	0	2	GJE	Finnmark	440	2.933177299247886e-8	69.67527	30.93963	2021-08-18
572	36.5866707710991	1.23134852158996e-5	3	2	0	2	GJE	Finnmark	440	2.798519367249909e-8	69.67527	30.93963	2021-08-18
572	36.1187922746375	1.72611266398886e-5	3	3	0	2	GJE	Finnmark	440	3.922983327247409e-8	69.67527	30.93963	2021-08-18
572	36.2472907257156	1.57319519852951e-5	3	4	0	2	GJE	Finnmark	440	3.575443633021614e-8	69.67527	30.93963	2021-08-18
572	NaN	NA	3	5	0	2	GJE	Finnmark	440	NA	69.67527	30.93963	2021-08-18
572	36.7262494740917	1.11332154249307e-5	3	6	0	2	GJE	Finnmark	440	2.5302762329387954e-8	69.67527	30.93963	2021-08-18
571	38.8345517721309	1.86366169807396e-6	2	1	0	2	GJE	Finnmark	400	4.6591542451849e-9	69.67527	30.93963	2021-08-18
571	38.2831500877963	2.78495002207616e-6	2	2	0	2	GJE	Finnmark	400	6.9623750551904e-9	69.67527	30.93963	2021-08-18
571	NaN	NA	2	3	0	2	GJE	Finnmark	400	NA	69.67527	30.93963	2021-08-18
571	37.4823269870471	1.02380910973831e-5	2	4	0	2	GJE	Finnmark	400	2.559522774345775e-8	69.67527	30.93963	2021-08-18
571	38.5932217168331	4.59653442868363e-6	2	5	0	2	GJE	Finnmark	400	1.1491336071709074e-8	69.67527	30.93963	2021-08-18
571	37.0457381157332	1.40249759920488e-5	2	6	0	2	GJE	Finnmark	400	3.5062439980122e-8	69.67527	30.93963	2021-08-18
570	36.6022803157597	9.47555080943823e-6	1	1	0	2	GJE	Finnmark	420	2.2560835260567213e-8	69.67527	30.93963	2021-08-18
570	38.2221289609136	2.91154182540049e-6	1	2	0	2	GJE	Finnmark	420	6.932242441429738e-9	69.67527	30.93963	2021-08-18
570	35.1869962177388	2.65684707812528e-5	1	3	0	2	GJE	Finnmark	420	6.325826376488762e-8	69.67527	30.93963	2021-08-18
570	35.3568234970338	4.73861721884908e-5	1	4	0	2	GJE	Finnmark	420	1.1282421949640666e-7	69.67527	30.93963	2021-08-18
570	36.025035521282	2.92721143699958e-5	1	5	0	2	GJE	Finnmark	420	6.96955104047519e-8	69.67527	30.93963	2021-08-18
570	37.398767299265	1.08737431575116e-5	1	6	0	2	GJE	Finnmark	420	2.5889864660741906e-8	69.67527	30.93963	2021-08-18
569	37.0973417420993	8.51680401561793e-6	3	1	0	1	GJE	Finnmark	350	2.433372575890837e-8	69.64657	30.9377	2021-08-18
569	NaN	NA	3	2	0	1	GJE	Finnmark	350	NA	69.64657	30.9377	2021-08-18
569	NaN	NA	3	3	0	1	GJE	Finnmark	350	NA	69.64657	30.9377	2021-08-18
569	NaN	NA	3	4	0	1	GJE	Finnmark	350	NA	69.64657	30.9377	2021-08-18
569	38.38974296727	3.35031866599302e-6	3	5	0	1	GJE	Finnmark	350	9.572339045694344e-9	69.64657	30.9377	2021-08-18
569	NaN	NA	3	6	0	1	GJE	Finnmark	350	NA	69.64657	30.9377	2021-08-18
568	NaN	NA	2	1	0	1	GJE	Finnmark	370	NA	69.64657	30.9377	2021-08-18
568	NaN	NA	2	2	0	1	GJE	Finnmark	370	NA	69.64657	30.9377	2021-08-18
568	37.745233960642	4.12098680292098e-6	2	3	0	1	GJE	Finnmark	370	1.1137802170056702e-8	69.64657	30.9377	2021-08-18
568	39.116949715074	3.15113262567663e-6	2	4	0	1	GJE	Finnmark	370	8.516574663990892e-9	69.64657	30.9377	2021-08-18
568	NaN	NA	2	5	0	1	GJE	Finnmark	370	NA	69.64657	30.9377	2021-08-18
568	NaN	NA	2	6	0	1	GJE	Finnmark	370	NA	69.64657	30.9377	2021-08-18
567	NaN	NA	1	1	0	1	GJE	Finnmark	440	NA	69.64657	30.9377	2021-08-18
567	NaN	NA	1	2	0	1	GJE	Finnmark	440	NA	69.64657	30.9377	2021-08-18
567	NaN	NA	1	3	0	1	GJE	Finnmark	440	NA	69.64657	30.9377	2021-08-18
567	NaN	NA	1	4	0	1	GJE	Finnmark	440	NA	69.64657	30.9377	2021-08-18
567	NaN	NA	1	5	0	1	GJE	Finnmark	440	NA	69.64657	30.9377	2021-08-18
567	40.0905116337679	1.5619713897937e-6	1	6	0	1	GJE	Finnmark	440	3.5499349768038637e-9	69.64657	30.9377	2021-08-18
