Sample	Cq	SQ	sample_rep	tech_rep	dyp	stasjon	innsjo	fylke	volum	SQ_vol	lat	lon	provetatt
583	35.8668577195494	3.42465137394463e-5	2	2	0	6	GJE	Finnmark	240	1.426938072476929e-7	69.58291	30.94154	2021-08-18
583	36.0827492396346	2.94849239659959e-5	2	3	0	6	GJE	Finnmark	240	1.2285384985831625e-7	69.58291	30.94154	2021-08-18
582	35.8781948660012	3.39783396226747e-5	1	1	0	6	GJE	Finnmark	400	8.494584905668676e-8	69.58291	30.94154	2021-08-18
582	35.0804875868807	5.90791182984421e-5	1	2	0	6	GJE	Finnmark	400	1.4769779574610527e-7	69.58291	30.94154	2021-08-18
582	35.9180352083352	3.30524851437994e-5	1	3	0	6	GJE	Finnmark	400	8.26312128594985e-8	69.58291	30.94154	2021-08-18
581	33.6070848463485	2.28776445999296e-4	3	1	0	5	GJE	Finnmark	120	1.9064703833274667e-6	69.61512	30.9522	2021-08-18
581	34.1425104686421	1.59365490309953e-4	3	2	0	5	GJE	Finnmark	120	1.3280457525829416e-6	69.61512	30.9522	2021-08-18
581	35.492115977142	6.40639542575924e-5	3	3	0	5	GJE	Finnmark	120	5.338662854799367e-7	69.61512	30.9522	2021-08-18
580	33.5724836798432	1.6810233255743e-4	2	1	0	5	GJE	Finnmark	140	1.2007309468387856e-6	69.61512	30.9522	2021-08-18
580	33.7464399863117	1.49000009218303e-4	2	2	0	5	GJE	Finnmark	140	1.0642857801307357e-6	69.61512	30.9522	2021-08-18
580	33.3706873883966	1.93350489540342e-4	2	3	0	5	GJE	Finnmark	140	1.3810749252881572e-6	69.61512	30.9522	2021-08-18
579	33.6244324116735	1.62154583465303e-4	1	1	0	5	GJE	Finnmark	260	6.2367147486655e-7	69.61512	30.9522	2021-08-18
579	32.7178872407343	3.04045042745918e-4	1	2	0	5	GJE	Finnmark	260	1.169404010561223e-6	69.61512	30.9522	2021-08-18
579	33.5724219943077	1.6810952322301e-4	1	3	0	5	GJE	Finnmark	260	6.465750893192692e-7	69.61512	30.9522	2021-08-18
578	32.5587790423146	4.64337505948845e-4	3	1	0	4	GJE	Finnmark	90	5.159305621653833e-6	69.72446	30.88735	2021-08-18
578	32.5301469404321	4.73402245259843e-4	3	2	0	4	GJE	Finnmark	90	5.260024947331589e-6	69.72446	30.88735	2021-08-18
578	33.0026386949196	3.44087623111661e-4	3	3	0	4	GJE	Finnmark	90	3.823195812351789e-6	69.72446	30.88735	2021-08-18
577	32.3658825947745	3.88101340929436e-4	2	1	0	4	GJE	Finnmark	110	3.528194008449418e-6	69.72446	30.88735	2021-08-18
577	32.7025925517329	3.07286843779972e-4	2	2	0	4	GJE	Finnmark	110	2.7935167616361088e-6	69.72446	30.88735	2021-08-18
577	32.4864559513208	3.56971980316943e-4	2	3	0	4	GJE	Finnmark	110	3.2451998210631183e-6	69.72446	30.88735	2021-08-18
576	30.4745895307535	0.00144050083698599	1	1	0	4	GJE	Finnmark	520	2.77019391728075e-6	69.72446	30.88735	2021-08-18
576	30.2832584718968	0.00164487695550433	1	2	0	4	GJE	Finnmark	520	3.1632249144314036e-6	69.72446	30.88735	2021-08-18
576	30.3963355671382	0.00152082737843179	1	3	0	4	GJE	Finnmark	520	2.92466803544575e-6	69.72446	30.88735	2021-08-18
575	31.2935869716623	0.00109108734787161	3	1	0	3	GJE	Finnmark	350	3.117392422490314e-6	69.70322	30.89109	2021-08-18
575	31.3005110511906	0.00108599790806235	3	2	0	3	GJE	Finnmark	350	3.102851165892428e-6	69.70322	30.89109	2021-08-18
575	31.6188962385778	8.75911995141086e-4	3	3	0	3	GJE	Finnmark	350	2.502605700403103e-6	69.70322	30.89109	2021-08-18
574	31.2858004212003	8.20757785569334e-4	2	1	0	3	GJE	Finnmark	480	1.7099120532694458e-6	69.70322	30.89109	2021-08-18
574	31.3023034022393	8.11418846435536e-4	2	2	0	3	GJE	Finnmark	480	1.6904559300740332e-6	69.70322	30.89109	2021-08-18
574	31.0841873431416	9.43911706175351e-4	2	3	0	3	GJE	Finnmark	480	1.966482721198648e-6	69.70322	30.89109	2021-08-18
573	30.5705053737848	0.00134780847118368	1	1	0	3	GJE	Finnmark	500	2.69561694236736e-6	69.70322	30.89109	2021-08-18
573	30.6744366107552	0.00125409082142491	1	2	0	3	GJE	Finnmark	500	2.50818164284982e-6	69.70322	30.89109	2021-08-18
573	31.1843609192932	8.80569847400165e-4	1	3	0	3	GJE	Finnmark	500	1.76113969480033e-6	69.70322	30.89109	2021-08-18
572	31.0455129533185	0.00129005679224155	3	1	0	2	GJE	Finnmark	440	2.931947255094432e-6	69.67527	30.93963	2021-08-18
572	30.8105681179308	0.00151184727618324	3	2	0	2	GJE	Finnmark	440	3.436016536780091e-6	69.67527	30.93963	2021-08-18
572	31.1277440233575	0.00122037706361899	3	3	0	2	GJE	Finnmark	440	2.7735842354977044e-6	69.67527	30.93963	2021-08-18
571	32.0949543626464	4.68312730077786e-4	2	1	0	2	GJE	Finnmark	400	1.1707818251944651e-6	69.67527	30.93963	2021-08-18
571	31.5210296921311	6.97228347937511e-4	2	2	0	2	GJE	Finnmark	400	1.7430708698437774e-6	69.67527	30.93963	2021-08-18
571	31.6421055808301	6.41080670664916e-4	2	3	0	2	GJE	Finnmark	400	1.60270167666229e-6	69.67527	30.93963	2021-08-18
570	31.3644061413718	7.77217679985937e-4	1	1	0	2	GJE	Finnmark	420	1.8505182856808024e-6	69.67527	30.93963	2021-08-18
570	31.1738907797922	8.86986322484264e-4	1	2	0	2	GJE	Finnmark	420	2.1118721963911048e-6	69.67527	30.93963	2021-08-18
570	31.1989391228886	8.7171303878624e-4	1	3	0	2	GJE	Finnmark	420	2.0755072352053334e-6	69.67527	30.93963	2021-08-18
569	33.5504868321637	2.37688977641857e-4	3	1	0	1	GJE	Finnmark	350	6.7911136469102e-7	69.64657	30.9377	2021-08-18
569	33.4112673564164	2.61117545116541e-4	3	2	0	1	GJE	Finnmark	350	7.460501289044028e-7	69.64657	30.9377	2021-08-18
569	33.5785674700128	2.33224523275916e-4	3	3	0	1	GJE	Finnmark	350	6.663557807883314e-7	69.64657	30.9377	2021-08-18
568	32.4573208511234	3.64257286586618e-4	2	1	0	1	GJE	Finnmark	370	9.844791529368053e-7	69.64657	30.9377	2021-08-18
568	32.7232577169798	3.02914869468704e-4	2	2	0	1	GJE	Finnmark	370	8.186888364019027e-7	69.64657	30.9377	2021-08-18
568	32.446599769925	3.66975383262422e-4	2	3	0	1	GJE	Finnmark	370	9.91825360168708e-7	69.64657	30.9377	2021-08-18
567	32.4975794357746	3.54229119021563e-4	1	1	0	1	GJE	Finnmark	440	8.050661795944614e-7	69.64657	30.9377	2021-08-18
567	32.2087775141467	4.32770642580394e-4	1	2	0	1	GJE	Finnmark	440	9.835696422281682e-7	69.64657	30.9377	2021-08-18
567	32.1650792900499	4.46085019330015e-4	1	3	0	1	GJE	Finnmark	440	1.0138295893863978e-6	69.64657	30.9377	2021-08-18
