Sample	Cq	SQ	sample_rep	tech_rep	dyp	stasjon	innsjo	fylke	volum	SQ_vol	lat	lon	provetatt
598	35.5140951791015	1.52204126400991e-4	3	1	0	1	Akersvannet	Vestfold	240	6.341838600041291e-7	59.2523523	10.3208257	2021-10-19
598	35.9084321006057	1.15452766419529e-4	3	2	0	1	Akersvannet	Vestfold	240	4.810531934147041e-7	59.2523523	10.3208257	2021-10-19
598	35.6564522263327	1.37752034884634e-4	3	3	0	1	Akersvannet	Vestfold	240	5.739668120193082e-7	59.2523523	10.3208257	2021-10-19
597	36.0293412503891	1.33701150349803e-4	2	1	0	1	Akersvannet	Vestfold	245	5.45718981019604e-7	59.2523523	10.3208257	2021-10-19
597	35.8839279554781	1.47330407682658e-4	2	2	0	1	Akersvannet	Vestfold	245	6.013486027863591e-7	59.2523523	10.3208257	2021-10-19
597	35.2036794244118	2.32009346126533e-4	2	3	0	1	Akersvannet	Vestfold	245	9.469769229654408e-7	59.2523523	10.3208257	2021-10-19
596	32.2880234807785	0.0015424401683648	1	1	0	1	Akersvannet	Vestfold	230	6.706261601586086e-6	59.2523523	10.3208257	2021-10-19
596	32.1431532218995	0.00169965737151207	1	2	0	1	Akersvannet	Vestfold	230	7.38981465874813e-6	59.2523523	10.3208257	2021-10-19
596	32.2451434251918	0.00158739563838056	1	3	0	1	Akersvannet	Vestfold	230	6.901720166871999e-6	59.2523523	10.3208257	2021-10-19
536	27.7178948771494	0.0359179476131166	3	1	0	2	Akersvannet	Vestfold	220	1.632633982414391e-4	59.2346192	10.3202332	2021-05-28
536	27.7946519905764	0.0340368520758081	3	2	0	2	Akersvannet	Vestfold	220	1.5471296398094592e-4	59.2346192	10.3202332	2021-05-28
536	27.8074863614481	0.0337320754331334	3	3	0	2	Akersvannet	Vestfold	220	1.5332761560515182e-4	59.2346192	10.3202332	2021-05-28
535	33.3821662843644	7.8268380362253e-4	2	1	0	2	Akersvannet	Vestfold	210	3.7270657315358573e-6	59.2346192	10.3202332	2021-05-28
535	33.310046675104	8.2128668145195e-4	2	2	0	2	Akersvannet	Vestfold	210	3.910888959295e-6	59.2346192	10.3202332	2021-05-28
535	33.3839986431807	7.81727016996159e-4	2	3	0	2	Akersvannet	Vestfold	210	3.7225096047436145e-6	59.2346192	10.3202332	2021-05-28
534	33.6548233648733	6.17318212157431e-4	1	1	0	2	Akersvannet	Vestfold	260	2.3743008159901192e-6	59.2346192	10.3202332	2021-05-28
534	33.8630144034294	5.36947121630128e-4	1	2	0	2	Akersvannet	Vestfold	260	2.065181237038954e-6	59.2346192	10.3202332	2021-05-28
534	33.6070742437374	6.37386268490438e-4	1	3	0	2	Akersvannet	Vestfold	260	2.451485648040146e-6	59.2346192	10.3202332	2021-05-28
532	35.8603507358034	1.19409421655163e-4	3	1	10	4	Akersvannet	Vestfold	180	6.633856758620166e-7	59.2418512	10.3319709	2021-05-28
532	35.5919212260883	1.4412487911619e-4	3	2	10	4	Akersvannet	Vestfold	180	8.006937728677222e-7	59.2418512	10.3319709	2021-05-28
532	35.1795108181022	1.92425207350264e-4	3	3	10	4	Akersvannet	Vestfold	180	1.069028929723689e-6	59.2418512	10.3319709	2021-05-28
531b	NaN	NA	2	1	10	4	Akersvannet	Vestfold	160	NA	59.2418512	10.3319709	2021-05-28
531b	NaN	NA	2	2	10	4	Akersvannet	Vestfold	160	NA	59.2418512	10.3319709	2021-05-28
531b	NaN	NA	2	3	10	4	Akersvannet	Vestfold	160	NA	59.2418512	10.3319709	2021-05-28
531	36.5792611025194	8.70126280846024e-5	1	1	10	4	Akersvannet	Vestfold	210	4.1434584802191616e-7	59.2418512	10.3319709	2021-05-28
531	35.6116460882622	1.66391168146915e-4	1	2	10	4	Akersvannet	Vestfold	210	7.923388959376905e-7	59.2418512	10.3319709	2021-05-28
531	35.988823840821	1.29235686195423e-4	1	3	10	4	Akersvannet	Vestfold	210	6.154080295020143e-7	59.2418512	10.3319709	2021-05-28
530	35.0685460808308	2.07986749834388e-4	3	1	0	4	Akersvannet	Vestfold	270	7.703212956829185e-7	59.2418512	10.3319709	2021-05-28
530	35.0191148858324	2.15318209455202e-4	3	2	0	4	Akersvannet	Vestfold	270	7.974748498340815e-7	59.2418512	10.3319709	2021-05-28
530	34.7844934624828	2.53799724357317e-4	3	3	0	4	Akersvannet	Vestfold	270	9.399989791011741e-7	59.2418512	10.3319709	2021-05-28
529	34.90749725435	2.82730477980182e-4	2	1	0	4	Akersvannet	Vestfold	270	1.0471499184451185e-6	59.2418512	10.3319709	2021-05-28
529	34.4242596105796	3.90363894781807e-4	2	2	0	4	Akersvannet	Vestfold	270	1.4457922028955814e-6	59.2418512	10.3319709	2021-05-28
529	35.1490943032244	2.40619285113912e-4	2	3	0	4	Akersvannet	Vestfold	270	8.911825374589333e-7	59.2418512	10.3319709	2021-05-28
528	35.9815519625672	1.29866865787145e-4	1	1	0	4	Akersvannet	Vestfold	260	4.994879453351731e-7	59.2418512	10.3319709	2021-05-28
528	37.7323667776203	4.01848067099231e-5	1	2	0	4	Akersvannet	Vestfold	260	1.5455694888431962e-7	59.2418512	10.3319709	2021-05-28
528	35.0996929808323	2.34473528344142e-4	1	3	0	4	Akersvannet	Vestfold	260	9.018212628620847e-7	59.2418512	10.3319709	2021-05-28
527	34.8768519912094	2.37892366547124e-4	3	1	10	3	Akersvannet	Vestfold	240	9.9121819394635e-7	59.2523911	10.3321997	2021-05-28
527	34.9707149639423	2.22747053673426e-4	3	2	10	3	Akersvannet	Vestfold	240	9.28112723639275e-7	59.2523911	10.3321997	2021-05-28
527	34.4251738967431	3.26478958224966e-4	3	3	10	3	Akersvannet	Vestfold	240	1.360328992604025e-6	59.2523911	10.3321997	2021-05-28
526	35.0873339898705	2.50746897266817e-4	2	1	10	3	Akersvannet	Vestfold	230	1.0902039011600738e-6	59.2523911	10.3321997	2021-05-28
526	34.6474810602095	3.36321613311049e-4	2	2	10	3	Akersvannet	Vestfold	230	1.4622678839610828e-6	59.2523911	10.3321997	2021-05-28
526	35.0981222594578	2.48947577801727e-4	2	3	10	3	Akersvannet	Vestfold	230	1.082380773050987e-6	59.2523911	10.3321997	2021-05-28
525	35.7880370969822	1.4784464152537e-4	1	1	10	3	Akersvannet	Vestfold	220	6.720210978425909e-7	59.2523911	10.3321997	2021-05-28
525	36.0201897347275	1.2654817462518e-4	1	2	10	3	Akersvannet	Vestfold	220	5.75218975569e-7	59.2523911	10.3321997	2021-05-28
525	35.367149981908	1.96006993214682e-4	1	3	10	3	Akersvannet	Vestfold	220	8.909408782485546e-7	59.2523911	10.3321997	2021-05-28
524	34.9402352765876	2.27556317521507e-4	3	1	0	3	Akersvannet	Vestfold	220	1.0343468978250319e-6	59.2523911	10.3321997	2021-05-28
524	34.6564314803121	2.77631437835594e-4	3	2	0	3	Akersvannet	Vestfold	220	1.2619610810708817e-6	59.2523911	10.3321997	2021-05-28
524	35.0154107765771	2.15877886862273e-4	3	3	0	3	Akersvannet	Vestfold	220	9.812631221012409e-7	59.2523911	10.3321997	2021-05-28
523	35.4948969427425	1.91019476854291e-4	2	1	0	3	Akersvannet	Vestfold	225	8.489754526857378e-7	59.2523911	10.3321997	2021-05-28
523	35.3538968523086	2.09872459183996e-4	2	2	0	3	Akersvannet	Vestfold	225	9.327664852622044e-7	59.2523911	10.3321997	2021-05-28
523	35.1047914631674	2.47841719928752e-4	2	3	0	3	Akersvannet	Vestfold	225	1.1015187552388977e-6	59.2523911	10.3321997	2021-05-28
522	34.3851429432117	3.78448871101747e-4	1	1	0	3	Akersvannet	Vestfold	235	1.6104207280925403e-6	59.2523911	10.3321997	2021-05-28
522	34.7966829694079	2.87250615979951e-4	1	2	0	3	Akersvannet	Vestfold	235	1.2223430467231957e-6	59.2523911	10.3321997	2021-05-28
522	34.8769174750347	2.7221687746862e-4	1	3	0	3	Akersvannet	Vestfold	235	1.1583696913558297e-6	59.2523911	10.3321997	2021-05-28
521	36.1344681602017	9.85387469962101e-5	3	1	0	1	Akersvannet	Vestfold	225	4.3794998664982264e-7	59.2523523	10.3208257	2021-05-28
521	35.2475466576694	1.83465446508432e-4	3	2	0	1	Akersvannet	Vestfold	225	8.1540198448192e-7	59.2523523	10.3208257	2021-05-28
521	35.2801466388537	1.79321354887172e-4	3	3	0	1	Akersvannet	Vestfold	225	7.969837994985423e-7	59.2523523	10.3208257	2021-05-28
520	36.0737526259239	1.29795517975531e-4	2	1	0	1	Akersvannet	Vestfold	230	5.643283390240478e-7	59.2523523	10.3208257	2021-05-28
520	36.7647983519635	8.18307169287792e-5	2	2	0	1	Akersvannet	Vestfold	230	3.5578572577730084e-7	59.2523523	10.3208257	2021-05-28
520	35.8151335390454	1.54254131963257e-4	2	3	0	1	Akersvannet	Vestfold	230	6.706701389706826e-7	59.2523523	10.3208257	2021-05-28
519	35.2063894018859	2.1829724057872e-4	1	1	0	1	Akersvannet	Vestfold	230	9.491184372987826e-7	59.2523523	10.3208257	2021-05-28
519	35.4629102107284	1.83826496200518e-4	1	2	0	1	Akersvannet	Vestfold	230	7.992456356544261e-7	59.2523523	10.3208257	2021-05-28
519	35.1167680436861	2.3180642504669e-4	1	3	0	1	Akersvannet	Vestfold	230	1.0078540219421305e-6	59.2523523	10.3208257	2021-05-28
517	30.4543879218344	0.00527740846344291	3	1	0	2	Akersvannet	Vestfold	250	2.110963385377164e-5	59.2346192	10.3202332	2021-04-28
517	30.6016157171274	0.00476003146620293	3	2	0	2	Akersvannet	Vestfold	250	1.904012586481172e-5	59.2346192	10.3202332	2021-04-28
517	30.5074357305982	0.00508481140665842	3	3	0	2	Akersvannet	Vestfold	250	2.033924562663368e-5	59.2346192	10.3202332	2021-04-28
516	30.7869143676084	0.00442572441968153	2	1	0	2	Akersvannet	Vestfold	260	1.7022016998775113e-5	59.2346192	10.3202332	2021-04-28
516	30.6429013613839	0.00487231830009307	2	2	0	2	Akersvannet	Vestfold	260	1.873968576958873e-5	59.2346192	10.3202332	2021-04-28
516	30.2480460204427	0.00634175504591126	2	3	0	2	Akersvannet	Vestfold	260	2.4391365561197155e-5	59.2346192	10.3202332	2021-04-28
515	31.2953741796068	0.00299944266531866	1	1	0	2	Akersvannet	Vestfold	200	1.49972133265933e-5	59.2346192	10.3202332	2021-04-28
515	31.3197951176506	0.00295076605020047	1	2	0	2	Akersvannet	Vestfold	200	1.475383025100235e-5	59.2346192	10.3202332	2021-04-28
515	31.4652062346128	0.00267685192770225	1	3	0	2	Akersvannet	Vestfold	200	1.3384259638511252e-5	59.2346192	10.3202332	2021-04-28
514	31.9023388137758	0.00191300516423708	3	1	10	4	Akersvannet	Vestfold	230	8.317413757552522e-6	59.2418512	10.3319709	2021-04-28
514	31.7085408201192	0.0021912974536018	3	2	10	4	Akersvannet	Vestfold	230	9.527380233051303e-6	59.2418512	10.3319709	2021-04-28
514	31.9366737475436	0.00186752237639059	3	3	10	4	Akersvannet	Vestfold	230	8.119662506046044e-6	59.2418512	10.3319709	2021-04-28
513	30.9291249527851	0.00402490495467662	2	1	10	4	Akersvannet	Vestfold	230	1.7499586759463567e-5	59.2418512	10.3319709	2021-04-28
513	30.8266164188441	0.00430996968589307	2	2	10	4	Akersvannet	Vestfold	230	1.8738998634317695e-5	59.2418512	10.3319709	2021-04-28
513	30.8412352766664	0.00426811403563245	2	3	10	4	Akersvannet	Vestfold	230	1.8557017546228043e-5	59.2418512	10.3319709	2021-04-28
512	32.0423735152138	0.00181838299840987	1	1	10	4	Akersvannet	Vestfold	230	7.906013036564653e-6	59.2418512	10.3319709	2021-04-28
512	32.0307050868155	0.00183265424578958	1	2	10	4	Akersvannet	Vestfold	230	7.968061938215565e-6	59.2418512	10.3319709	2021-04-28
512	31.7698587959323	0.00218262569700315	1	3	10	4	Akersvannet	Vestfold	230	9.489676943491957e-6	59.2418512	10.3319709	2021-04-28
511	32.9351080469893	9.27636978433276e-4	3	1	0	4	Akersvannet	Vestfold	250	3.710547913733104e-6	59.2418512	10.3319709	2021-04-28
511	32.7227697390566	0.0010764807155173	3	2	0	4	Akersvannet	Vestfold	250	4.3059228620692e-6	59.2418512	10.3319709	2021-04-28
511	32.5347684800468	0.00122808132325953	3	3	0	4	Akersvannet	Vestfold	250	4.91232529303812e-6	59.2418512	10.3319709	2021-04-28
510	32.4139633289164	0.00149376146238791	2	1	0	4	Akersvannet	Vestfold	250	5.97504584955164e-6	59.2418512	10.3319709	2021-04-28
510	32.7411406042745	0.00120068258241877	2	2	0	4	Akersvannet	Vestfold	250	4.802730329675079e-6	59.2418512	10.3319709	2021-04-28
510	32.5762743442627	0.00134037133173571	2	3	0	4	Akersvannet	Vestfold	250	5.36148532694284e-6	59.2418512	10.3319709	2021-04-28
509	32.0427070321651	0.00181797672325311	1	1	0	4	Akersvannet	Vestfold	250	7.27190689301244e-6	59.2418512	10.3319709	2021-04-28
509	32.1325618105408	0.00171176119382509	1	2	0	4	Akersvannet	Vestfold	250	6.847044775300361e-6	59.2418512	10.3319709	2021-04-28
509	32.2182333933696	0.00161627488168712	1	3	0	4	Akersvannet	Vestfold	250	6.46509952674848e-6	59.2418512	10.3319709	2021-04-28
508	34.0636509112967	4.20619970064851e-4	3	1	10	3	Akersvannet	Vestfold	240	1.7525832086035457e-6	59.2523911	10.3321997	2021-04-28
508	34.0402422883155	4.27577296915466e-4	3	2	10	3	Akersvannet	Vestfold	240	1.7815720704811083e-6	59.2523911	10.3321997	2021-04-28
508	34.0743586833817	4.17475337548373e-4	3	3	10	3	Akersvannet	Vestfold	240	1.7394805731182208e-6	59.2523911	10.3321997	2021-04-28
507	33.8669148789072	5.66306161879882e-4	2	1	10	3	Akersvannet	Vestfold	250	2.265224647519528e-6	59.2523911	10.3321997	2021-04-28
507	33.8853821839597	5.59367680700926e-4	2	2	10	3	Akersvannet	Vestfold	250	2.2374707228037043e-6	59.2523911	10.3321997	2021-04-28
507	33.9958668775114	5.19596705775563e-4	2	3	10	3	Akersvannet	Vestfold	250	2.0783868231022517e-6	59.2523911	10.3321997	2021-04-28
506	35.2251335140871	2.15572943335665e-4	1	1	10	3	Akersvannet	Vestfold	250	8.622917733426601e-7	59.2523911	10.3321997	2021-04-28
506	35.5754620351752	1.70474248128008e-4	1	2	10	3	Akersvannet	Vestfold	250	6.818969925120319e-7	59.2523911	10.3321997	2021-04-28
506	35.2286810250578	2.15061181963263e-4	1	3	10	3	Akersvannet	Vestfold	250	8.60244727853052e-7	59.2523911	10.3321997	2021-04-28
505	33.979868988852	4.46056748939644e-4	3	1	0	3	Akersvannet	Vestfold	240	1.8585697872485166e-6	59.2523911	10.3321997	2021-04-28
505	34.4472102988295	3.21475663805966e-4	3	2	0	3	Akersvannet	Vestfold	240	1.3394819325248584e-6	59.2523911	10.3321997	2021-04-28
505	34.3410199813108	3.46312879914272e-4	3	3	0	3	Akersvannet	Vestfold	240	1.4429703329761334e-6	59.2523911	10.3321997	2021-04-28
504	34.6679807102245	3.31750553908344e-4	2	1	0	3	Akersvannet	Vestfold	230	1.4423937126449739e-6	59.2523911	10.3321997	2021-04-28
504	34.963058438224	2.7243612960282e-4	2	2	0	3	Akersvannet	Vestfold	230	1.1845049113166086e-6	59.2523911	10.3321997	2021-04-28
504	34.877101036692	2.88525960096018e-4	2	3	0	3	Akersvannet	Vestfold	230	1.2544606960696436e-6	59.2523911	10.3321997	2021-04-28
503	34.4936773929933	3.51906126826484e-4	1	1	0	3	Akersvannet	Vestfold	230	1.5300266383760174e-6	59.2523911	10.3321997	2021-04-28
503	34.2660167084043	4.0989205760095e-4	1	2	0	3	Akersvannet	Vestfold	230	1.7821393808736958e-6	59.2523911	10.3321997	2021-04-28
503	34.6303438963747	3.21115173977599e-4	1	3	0	3	Akersvannet	Vestfold	230	1.396152930337387e-6	59.2523911	10.3321997	2021-04-28
502	33.4741404402639	6.35793132960694e-4	3	1	0	1	Akersvannet	Vestfold	200	3.1789656648034704e-6	59.2523523	10.3208257	2021-04-28
502	33.3179660864891	7.09332292318372e-4	3	2	0	1	Akersvannet	Vestfold	200	3.54666146159186e-6	59.2523523	10.3208257	2021-04-28
502	33.7041918593539	5.41123497106982e-4	3	3	0	1	Akersvannet	Vestfold	200	2.70561748553491e-6	59.2523523	10.3208257	2021-04-28
501	34.0620660946148	4.97135018497522e-4	2	1	0	1	Akersvannet	Vestfold	210	2.367309611892962e-6	59.2523523	10.3208257	2021-04-28
501	33.6968539708681	6.34386897317907e-4	2	2	0	1	Akersvannet	Vestfold	210	3.0208899872281284e-6	59.2523523	10.3208257	2021-04-28
501	33.7983447250729	5.92830700448121e-4	2	3	0	1	Akersvannet	Vestfold	210	2.8230033354672427e-6	59.2523523	10.3208257	2021-04-28
500	33.664460420317	6.13345220413663e-4	1	1	0	1	Akersvannet	Vestfold	200	3.0667261020683147e-6	59.2523523	10.3208257	2021-04-28
500	33.6867274485523	6.04262890886411e-4	1	2	0	1	Akersvannet	Vestfold	200	3.0213144544320553e-6	59.2523523	10.3208257	2021-04-28
500	33.3541965127453	7.5506233930752e-4	1	3	0	1	Akersvannet	Vestfold	200	3.7753116965376e-6	59.2523523	10.3208257	2021-04-28
